,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,zipcode,Age_of_House,Years_last_renovation,basement,biggerliving,biggerlot,distance_from_a_city,distance_from_airport
6177,2014-10-10,430000.0,3,1.75,22.306348547691133,9.630694092578098,1.0,0.0,4,7,98075,11.475682378922457,10.484792664327298,0,0,1,3.5094859073677416,14.343053830760244
6178,2014-12-08,708000.0,5,3.25,26.458758518444483,9.373988663504516,2.0,0.0,3,8,98034,5.77916717185249,5.441938652118166,0,1,1,3.619073569068406,17.984397938082424
6179,2014-08-13,221000.0,3,1.0,19.74644832270849,8.890135107818843,1.0,0.0,3,7,98133,12.828114533524952,11.655610273856423,0,0,0,3.8676861164795113,18.45646076341486
6180,2015-03-24,325000.0,3,2.5,23.335198005377976,8.882530508433623,2.0,0.0,3,8,98003,7.072924628056407,6.60616754680183,0,0,0,5.4946219755718255,6.78034818616437
6181,2015-02-19,385000.0,3,1.75,21.6611035245752,8.691146498539675,1.0,0.0,4,6,98125,14.48088788483293,13.075696148525909,1,1,0,3.634093347972707,17.589643582212332
6182,2015-03-27,359500.0,3,2.5,23.575466853880368,8.452974619089586,2.0,0.0,3,8,98038,3.21037174825896,3.0841579945714512,0,1,1,5.63464353420908,12.717704163113302
6183,2015-03-23,525000.0,2,1.0,18.917428376961848,8.507142855562735,1.0,0.0,3,7,98116,14.058203194514304,12.71357715658614,1,0,0,2.3979444756088357,9.686542825835295
6184,2014-07-22,356200.0,3,2.0,22.188876252232394,9.216521231051264,1.0,2.0,5,7,98178,16.0650991062498,14.426882043769947,1,0,1,3.474224322868806,5.717042939256743
6185,2014-07-29,595000.0,4,2.0,26.53446890434202,11.375041757606843,1.0,0.0,4,7,98072,10.945725765478807,10.023649454738894,1,1,0,3.9024282561586614,19.364114047936933
6186,2014-09-15,560000.0,4,1.5,22.57463102405983,8.13739583005665,1.0,0.0,4,7,98103,16.53011589654159,14.821781965994417,1,1,0,1.8738019292135677,13.76699297983458
6188,2014-10-27,513000.0,4,2.0,23.64300177042034,8.294049640102028,1.0,0.0,3,7,98107,13.733078518060132,12.434554569485341,1,1,0,2.8282942033384493,15.498832558584677
6189,2014-07-21,365000.0,2,1.0,16.777368419021553,7.843848638152472,1.0,0.0,4,5,98117,18.44083869992888,16.43682763950397,0,0,0,2.924470791234552,15.663654833621525
6190,2014-07-08,368000.0,4,1.75,23.676588850045466,9.387816877106937,1.0,0.0,3,7,98106,12.230677472948168,11.139430616875746,1,1,1,2.4748037615573617,8.040828621289469
6191,2014-06-25,870000.0,4,2.75,25.885948938796318,8.294049640102028,1.5,0.0,5,8,98144,17.510932651623676,15.652301616087525,1,1,0,1.7591611936185638,9.862921595986904
6192,2014-07-24,225000.0,3,2.25,21.2761992806833,8.82585367025321,1.0,0.0,3,7,98023,9.504645001907265,8.762358242455784,1,0,0,6.039044935185477,11.072869221885522
6194,2014-06-19,177000.0,3,1.75,19.74644832270849,8.997023381479709,1.0,0.0,4,7,98030,9.65747347510788,8.89665505158661,0,0,1,5.246024955565116,7.6146748243525675
6195,2015-01-27,465000.0,3,1.5,21.23235785716153,9.198166571044474,1.0,0.0,3,7,98008,13.174350419025183,11.954039844786282,0,0,0,2.3468045292529434,14.778130213890904
6197,2014-09-22,149000.0,3,1.0,19.425105957574228,7.937374696163295,1.0,0.0,3,6,98092,11.604677044925754,10.596830840784436,0,1,0,5.819278276057752,10.439672649044077
6199,2014-10-24,725000.0,3,2.0,23.710057007775188,8.66561319653451,1.5,0.0,4,7,98103,16.159138793450243,14.506802837887237,1,1,1,2.388628132204964,14.671771553320003
6200,2014-09-22,413900.0,4,2.25,22.49878825128087,8.56331312702979,2.0,0.0,3,7,98056,5.035651631604905,4.766453970241321,0,0,1,3.343440723493118,7.443734519314974
6201,2014-07-31,199950.0,3,1.5,21.449374903416988,8.794824928014517,1.0,0.0,3,6,98168,15.093691197627289,13.599464654664345,0,1,0,3.860352498037002,3.115538360777119
6202,2014-09-24,400000.0,1,1.0,15.502344254505081,9.523617089089445,1.0,0.0,4,6,98053,13.950628214691383,12.62130329201639,0,0,0,4.49165459136039,19.29779149436281
6203,2014-06-05,292000.0,5,2.5,24.902395248872413,8.9445502459405,1.0,0.0,4,7,98031,8.704930508408738,8.05739892723114,1,1,1,4.975528906447275,7.046812957112568
6204,2014-05-12,225000.0,3,1.0,18.858944816488517,8.988695696785708,1.0,0.0,4,7,98058,11.983927546338958,10.92577198382619,0,0,0,4.301735065582484,6.01406807083918
6205,2015-03-16,466750.0,4,2.0,22.345166729333272,9.120306249272202,2.0,0.0,3,8,98125,13.059898929234448,11.855448060750268,0,1,1,3.6029094478391066,17.548944111411835
6206,2015-03-23,330000.0,2,1.5,21.14399957181657,9.388821229384199,1.0,0.0,4,8,98002,10.391110314000027,9.539535999701638,0,0,1,6.034660027127655,11.170790765794637
6208,2015-02-13,802500.0,4,2.25,23.159713854951697,8.85366542803745,1.0,1.0,3,8,98118,13.059898929234448,11.855448060750268,1,1,1,2.9714466128354275,7.382651229264007
6209,2014-07-18,378800.0,5,2.5,25.614601394658987,8.594154232552366,2.0,0.0,3,8,98031,5.540118651535812,5.225308857197789,0,0,0,4.949055867819374,5.602550981769145
6210,2015-05-01,795000.0,3,2.75,26.150270242904007,9.432443382115146,2.0,0.0,3,10,98075,7.269685369070657,6.782102307043368,0,0,1,4.3005368489121665,17.009469674081004
6211,2015-04-22,460000.0,3,2.0,20.004825339732747,8.898365606955357,1.0,0.0,3,7,98115,13.287871834041834,12.051775541283252,0,0,0,3.3326500116835462,16.489468518370593
6212,2014-12-19,567000.0,3,2.5,23.575466853880368,9.297251743965479,2.0,0.0,3,8,98029,9.19219021041283,8.487374572163972,0,0,0,3.8874110339818744,14.796706037317248
6213,2014-07-22,209950.0,3,1.75,21.702840817338622,9.653101264828043,1.0,0.0,3,7,98023,9.956789467642903,9.159297888392437,0,0,0,5.761456540723518,9.123937455167177
6214,2014-05-20,415000.0,2,1.0,19.203482418653596,11.0039814032889,1.0,0.0,4,7,98001,14.584732016636156,13.164553732998387,0,0,1,5.7559164516845955,8.606776880722213
6215,2014-12-15,424500.0,4,1.5,22.724442840809136,8.851520271691061,1.0,0.0,3,7,98028,11.85876225454769,10.817285023115785,1,1,0,4.096120197987234,19.38061067987046
6216,2015-05-05,261000.0,2,1.0,18.740644723028325,9.433483923290392,1.0,0.0,3,6,98168,14.790328308679241,13.340356392682002,0,0,1,3.360644772480842,5.082155172659006
6217,2014-08-27,365000.0,3,2.5,24.006076835648525,9.179468708309095,2.0,0.0,3,8,98031,9.032360803935312,8.346492162258105,0,0,0,4.760943365183746,5.100031353228687
6218,2015-04-08,631000.0,4,2.0,23.088581128774162,8.083328608786376,1.5,0.0,4,7,98122,17.5974552457216,15.725413554899085,0,1,0,1.2060286054433114,11.739362486327112
6220,2014-10-08,584000.0,3,2.5,22.57463102405983,8.284504227258497,2.0,0.0,3,8,98117,8.192363609095171,7.603511844342649,0,1,1,3.19474736535125,16.372089741169876
6221,2015-03-12,717000.0,4,2.5,25.724011599914345,8.985320060649112,2.0,0.0,4,10,98029,8.192363609095171,7.603511844342649,0,1,0,3.989586693467033,14.851417938671677
6222,2014-06-16,667000.0,3,1.5,22.306348547691133,8.99961934066053,2.0,0.0,3,8,98107,17.93946687721748,16.0141793723353,0,0,0,2.976696857418916,15.667648586353806
6223,2014-12-30,190000.0,3,1.0,21.989589796243244,8.99961934066053,1.0,0.0,3,6,98146,14.99322416689492,13.51369216178959,1,1,0,3.862156060716287,3.3544880327659365
6224,2014-06-17,430000.0,3,2.0,22.345166729333272,9.104979856318357,1.0,0.0,3,8,98027,10.391110314000027,9.539535999701638,1,0,0,4.041304187744811,12.704717052917811
6225,2014-10-07,475000.0,3,2.5,24.26172518624464,8.21878715560148,1.0,0.0,3,8,98072,8.537074937407338,7.908942081864979,1,1,0,3.8894796247400865,19.268870307207806
6227,2014-06-06,715000.0,3,2.5,25.078020092260598,9.507329003748263,2.0,0.0,3,9,98006,8.537074937407338,7.908942081864979,0,0,0,2.860115528422556,11.480158588620762
6228,2015-03-18,845000.0,4,3.5,27.168708683148047,9.877502855564135,1.0,0.0,3,11,98075,8.192363609095171,7.603511844342649,1,0,1,4.081975247113732,15.985448569166795
6229,2014-11-10,390000.0,3,2.5,25.696769544686877,9.084777149000837,1.0,0.0,3,7,98038,10.103441986902329,5.441938652118166,1,1,0,5.53175339561305,12.64374752118525
6230,2014-07-29,328000.0,4,1.75,23.30036475220142,8.881002624255569,1.0,0.0,4,8,98058,10.391110314000027,9.539535999701638,1,1,0,4.558429416006128,8.04891393935558
6231,2014-12-05,239999.0,3,2.75,22.383818134649765,9.040263541598666,1.0,0.0,3,7,98003,11.85876225454769,10.817285023115785,1,1,0,5.5340696969006355,7.072315708854393
6233,2015-03-17,940000.0,4,2.75,26.97758574115486,9.130322663990151,2.0,0.0,3,10,98052,7.6502284140264525,7.121584136698291,0,0,0,2.7251194809810433,15.820106189347513
6234,2015-05-01,465000.0,3,1.0,20.055534597927586,8.491259809389733,1.0,0.0,4,6,98118,13.950628214691383,12.62130329201639,0,1,0,2.684419376676372,8.080891666776663
6235,2014-06-09,307550.0,4,2.5,23.265400871972435,8.684231891345675,2.0,0.0,3,8,98031,6.010533690168149,5.651136053729265,0,0,1,5.0882790572970995,6.849112798469469
6237,2014-05-12,647000.0,4,2.5,26.407977229131014,8.837390855544697,2.0,0.0,3,8,98074,6.871435687245126,6.425710370526933,0,1,0,3.8485073261656026,16.394511996747013
6239,2014-11-14,517500.0,3,2.5,22.649845197130063,8.37378460812088,2.0,0.0,3,8,98029,8.192363609095171,7.603511844342649,0,1,0,4.108482813904723,15.987401059166848
6240,2014-06-18,295000.0,3,2.0,20.87331972808526,9.06900719585954,1.0,0.0,4,7,98148,11.983927546338958,10.92577198382619,0,0,0,4.684508885050112,1.487036695943087
6241,2014-12-04,560000.0,4,1.5,22.649845197130063,8.131530710604252,2.0,0.0,3,8,98112,16.25265192438197,14.586245429106762,0,1,0,1.375474838557644,12.37893865486344
6242,2014-11-05,319450.0,5,2.0,24.166652009561297,8.607399459302387,1.5,0.0,5,7,98002,15.87540487117601,14.265573122484128,1,1,0,5.903483269253606,10.283675805775243
6243,2014-12-12,1500000.0,4,3.25,28.313255133173428,8.881697406469304,2.0,1.0,3,9,98115,5.540118651535812,5.225308857197789,1,1,0,3.1620918748071336,15.809806048119098
6244,2014-09-19,340000.0,4,3.0,24.572054846034618,9.917242517768464,1.0,0.0,3,8,98023,6.871435687245126,6.425710370526933,1,1,1,5.918077740946169,10.515925548175023
6245,2014-08-15,249950.0,3,1.0,20.827358190061506,9.363747918605496,1.0,0.0,4,6,98058,12.9444947972277,11.755978920526264,0,1,1,4.274344640678907,5.988525563318234
6246,2014-06-13,499950.0,3,1.0,22.724442840809136,8.006367567650246,1.5,0.0,3,7,98103,16.25265192438197,14.586245429106762,1,1,1,2.337353502649878,14.573018227156133
6247,2014-07-02,1040000.0,4,1.75,21.14399957181657,9.49521851709523,1.0,0.0,4,8,98004,11.85876225454769,10.817285023115785,0,0,1,1.1095050740162724,13.46818880909263
6248,2015-02-16,750000.0,4,2.5,24.961283748676948,9.752664662801545,1.0,2.0,4,9,98052,10.53226231541676,9.662895638939284,1,1,1,2.927024395098021,15.327637778110685
6250,2015-04-14,678000.0,3,1.75,22.109695682573097,8.883224230278994,1.0,0.0,5,8,98008,11.85876225454769,10.817285023115785,0,0,0,2.5365274127688315,14.99321997907112
6251,2014-07-29,360000.0,2,1.0,17.514691602125623,8.34283980427146,1.0,0.0,3,6,98118,16.80313391165608,15.05328687953289,0,0,0,3.0670103923906695,7.0346077777053315
6252,2014-09-23,354900.0,3,1.0,22.306348547691133,9.714262219425379,1.0,0.0,4,7,98059,11.345333356479307,10.371496760219072,0,1,1,4.035052080744409,7.606621661330801
6253,2014-08-27,632000.0,5,2.5,24.198447421885266,9.219002745054835,1.0,0.0,3,8,98008,11.85876225454769,10.817285023115785,1,0,1,2.2010056069601625,13.036564260691037
6254,2014-12-18,350000.0,3,1.75,21.31981911496517,9.14580185083861,1.0,0.0,4,7,98146,13.059898929234448,11.855448060750268,0,1,1,3.45047311104157,5.658387980311065
6255,2014-07-30,990000.0,3,4.0,25.078020092260598,8.268731832117737,2.0,2.0,3,8,98199,14.892107338906461,5.651136053729265,1,1,0,2.213203494724984,13.789937779960612
6256,2014-07-07,481000.0,4,2.5,24.28062786774587,9.020268861722167,2.0,0.0,3,8,98056,6.234896392227275,5.853571994614552,0,1,1,3.2652669547274327,7.4531084632566955
6257,2014-06-24,485000.0,3,2.5,21.406404391637718,8.59637398929068,1.0,0.0,5,7,98136,16.80313391165608,15.05328687953289,1,1,0,2.7565483655789196,8.731772983404413
6258,2015-04-13,477000.0,3,2.5,22.383818134649765,8.509161019718974,2.0,0.0,3,8,98029,8.192363609095171,7.603511844342649,0,0,0,4.090246945971007,15.912686965780068
6259,2014-07-29,560000.0,5,2.5,25.992496662751464,9.104979856318357,1.0,0.0,5,8,98006,11.983927546338958,10.92577198382619,1,1,0,2.6558732033681323,9.250683007071725
6260,2014-11-17,600000.0,6,3.0,25.222037796499393,9.143131622282732,1.0,0.0,4,8,98008,12.352326989717735,11.244663754381536,1,1,1,2.6238170494766395,14.56131637235068
6261,2014-06-13,622500.0,5,2.75,27.09744009489429,10.075758773476581,2.0,0.0,4,8,98072,10.809513064298477,9.904897954989716,1,1,0,4.14309298706139,20.15193230028071
6262,2015-04-29,410000.0,2,2.25,22.06984026011348,7.662937850461535,2.0,0.0,4,8,98028,10.945725765478807,10.023649454738894,0,1,0,4.1776179386284875,19.48701599494746
6263,2015-04-02,318200.0,3,2.5,23.30036475220142,8.200837258379849,2.0,0.0,3,7,98038,4.195755607817701,3.996963866950584,0,0,0,5.7415394791193854,14.117233134140434
6265,2014-05-20,263000.0,3,1.75,21.702840817338622,8.958668737047434,2.0,0.0,3,7,98031,9.80815988412536,9.02894097723406,0,0,0,5.128098100297996,5.8788961209572115
6266,2014-06-05,240000.0,3,1.0,19.74644832270849,8.481566013773087,1.0,0.0,4,6,98027,13.059898929234448,11.855448060750268,0,0,0,4.0773825423308026,13.63422122189725
6267,2015-04-07,281500.0,3,1.0,20.353406719811577,8.922658299524402,1.0,0.0,3,7,98146,13.51221039455124,12.24475962326319,0,0,1,3.692560258689202,3.9994843169262673
6268,2014-06-20,587206.0,3,3.5,22.94465197558698,7.444248649496705,2.0,0.0,3,8,98103,6.871435687245126,6.425710370526933,1,1,1,2.249140028820027,14.410333923287292
6269,2014-07-30,482000.0,2,2.25,20.734680166469396,7.129297548929373,2.0,0.0,3,7,98102,6.664871266018712,6.240390478204158,1,0,0,1.579661710369557,13.19062542473311
6270,2015-03-10,485000.0,3,1.75,22.029805597922046,9.159047077588632,1.0,0.0,3,8,98052,11.85876225454769,10.817285023115785,0,0,1,2.80194325172895,15.225570439058032
6271,2014-05-13,700000.0,3,2.5,23.438925300569945,9.035748861244139,2.0,0.0,4,9,98008,10.809513064298477,9.904897954989716,0,0,1,2.8256720769401373,15.122993825375278
6272,2014-09-29,411500.0,5,3.0,24.69346947673688,8.954156966583772,1.0,0.0,5,7,98106,15.970524125532398,10.596830840784436,1,1,1,2.83654434279636,7.2072859695072475
6273,2014-10-28,285000.0,4,3.5,25.696769544686877,9.2596066132791,2.0,0.0,3,8,98133,14.892107338906461,2.345410607899707,0,1,0,3.9863048870415914,18.89279654617708
6274,2014-06-05,395000.0,4,3.0,23.265400871972435,8.97853441008332,1.0,0.0,4,7,98133,9.65747347510788,8.89665505158661,1,1,0,4.129625893920417,19.353373378329543
6275,2014-07-09,237950.0,2,1.75,21.23235785716153,8.97790377375038,1.0,0.0,4,7,98042,9.032360803935312,8.346492162258105,0,0,0,5.452078183504238,11.103017381486046
6276,2014-12-26,199950.0,2,1.0,18.975477923306876,9.21602418844448,1.0,0.0,3,6,98023,12.5923267180172,11.452081138151858,0,0,1,5.685066698923666,8.343937831329779
6277,2014-12-12,765000.0,4,3.5,25.66945413575416,8.294049640102028,2.0,2.0,3,8,98126,16.25265192438197,2.7320543648053714,1,1,0,2.0954597428774018,9.43270526562219
6278,2014-05-08,515000.0,2,1.0,19.259470054530208,8.509161019718974,1.0,0.0,3,7,98103,16.25265192438197,14.586245429106762,0,0,0,3.021716372047379,16.025426967375246
6279,2014-06-16,470000.0,3,1.5,21.449374903416988,8.987196820661973,1.0,0.0,4,7,98007,13.174350419025183,11.954039844786282,0,1,0,2.1953502853837783,12.325657756563581
6280,2014-08-20,330000.0,2,1.0,18.184618757870776,8.294049640102028,1.0,0.0,3,6,98117,15.193520455715658,13.684655315055968,1,0,0,3.203214914369897,16.471828586951244
6281,2015-02-26,284000.0,3,2.5,23.842759864697342,9.14580185083861,1.0,0.0,3,8,98188,11.73235757659416,10.707649510312281,1,1,1,4.3092641611760545,1.4371423825495186
6282,2014-09-12,295000.0,3,2.5,22.06984026011348,9.002701007197938,1.0,0.0,3,7,98148,6.871435687245126,6.425710370526933,1,1,0,4.510640952955859,1.3076785348036495
6283,2015-03-30,555000.0,4,2.5,23.875647887957772,9.30446803470088,1.0,0.0,4,8,98074,9.956789467642903,9.159297888392437,1,1,0,3.670263618747506,16.85912823878715
6284,2014-08-06,350000.0,3,1.0,20.827358190061506,9.00724451596575,1.5,0.0,3,6,98125,13.950628214691383,12.62130329201639,0,0,0,3.8004579524607105,17.988561810808136
6285,2014-12-03,240000.0,3,2.25,21.23235785716153,8.668711839055147,1.0,0.0,3,7,98023,9.19219021041283,8.487374572163972,1,0,0,5.842838620806453,9.638537782220823
6286,2015-02-04,419900.0,3,1.5,21.188292189352097,8.85366542803745,1.0,0.0,3,7,98007,13.287871834041834,12.051775541283252,0,0,0,1.6939208676010415,12.538971544027852
6287,2015-04-30,528000.0,3,2.0,21.6611035245752,8.748304912379623,1.0,0.0,3,7,98126,16.43813230608739,14.743727404167329,0,0,0,2.8336520786196804,7.891109318659882
6288,2014-06-09,304700.0,2,1.0,17.22872674319562,8.698681067461614,1.0,0.0,4,7,98133,13.950628214691383,12.62130329201639,0,0,0,3.7802360902596104,18.185136048468408
6289,2015-02-04,715000.0,4,2.5,26.116290901210782,9.406811351874557,2.0,0.0,3,10,98075,7.072924628056407,6.60616754680183,0,0,1,4.192783853397327,16.914546617966366
6290,2014-08-20,738950.0,4,2.75,24.198447421885266,9.393078508655353,1.0,0.0,4,8,98005,13.174350419025183,8.05739892723114,0,1,1,1.475301896315303,13.958059940715238
6291,2014-10-22,215000.0,3,1.5,20.20581278228162,9.14899674173513,1.0,0.0,4,7,98042,11.983927546338958,10.92577198382619,0,0,1,5.296593159928629,8.398704529740744
6292,2014-05-22,300000.0,6,2.0,23.47324726712739,9.288411907396338,1.0,0.0,4,5,98056,14.584732016636156,13.164553732998387,0,1,1,3.748671998157148,6.8599531486501615
6293,2014-06-23,346000.0,3,1.75,20.353406719811577,8.99961934066053,1.0,0.0,3,6,98146,13.842259100738545,12.528301188204788,1,0,0,3.850737475751769,3.5272861398874276
6295,2015-01-05,500000.0,3,1.75,22.228205045916006,8.719317375506371,1.0,0.0,3,7,98116,13.623068495957746,12.340046554280676,0,1,0,2.1804956407121034,10.497584441918395
6296,2014-09-25,750000.0,2,1.5,20.49842610055576,8.940105213128122,1.0,2.0,3,7,98122,14.584732016636156,13.164553732998387,0,0,1,0.8346134056659835,11.610610026174404
6297,2014-05-20,519900.0,4,2.0,22.687220345010303,9.143131622282732,1.0,0.0,4,8,98052,11.85876225454769,10.817285023115785,0,0,1,2.7873577768851234,15.126470387965965
6298,2014-08-19,378500.0,2,1.0,18.184618757870776,8.727616178321068,1.0,0.0,4,7,98125,13.950628214691383,12.62130329201639,0,0,0,3.8106885661922028,17.988259045599378
6299,2014-05-07,314500.0,3,1.75,22.871835032603546,9.423918318420691,1.0,0.0,4,8,98003,13.059898929234448,11.855448060750268,0,0,0,5.620593264291657,7.769164590791424
6300,2015-04-29,499950.0,3,1.5,20.734680166469396,9.13938128303569,1.0,0.0,3,7,98052,11.73235757659416,10.707649510312281,0,0,0,2.7657786094909924,15.995659918828087
6302,2015-04-22,630000.0,3,2.5,24.81339834796659,10.566020874478237,2.0,0.0,3,9,98077,6.871435687245126,6.425710370526933,0,0,0,4.778142795180106,22.458932989448684
6303,2014-06-23,360000.0,4,1.5,22.306348547691133,8.766705997750515,1.0,0.0,3,7,98125,13.51221039455124,12.24475962326319,0,1,1,3.7601163600579257,18.01225735025339
6304,2014-05-26,460000.0,2,1.5,25.587063119772658,9.897318563390598,1.0,0.0,4,8,98019,10.671710362099969,9.784664292857274,1,1,1,5.490933035188645,25.27658221652577
6306,2014-07-10,713400.0,3,2.25,22.649845197130063,9.194718991073225,1.0,0.0,4,8,98040,12.828114533524952,7.757696829843458,0,0,0,2.522982007085487,8.522212328955582
6307,2014-10-28,445000.0,2,1.0,18.498483564534123,8.055157731819678,1.0,0.0,5,6,98115,16.98277607632982,15.205476598612679,0,0,0,2.8598273219536874,15.353951723211065
6310,2015-04-24,222000.0,3,1.0,21.23235785716153,9.035986984831405,1.0,0.0,4,6,98023,12.472867075154266,11.348871455451578,0,1,0,5.868699502126288,9.885389521077597
6311,2014-06-04,500000.0,5,3.0,26.09794774985687,9.344871264933788,2.0,0.0,3,8,98133,6.010533690168149,5.651136053729265,0,1,1,4.273145546572923,19.909735074242132
6312,2014-05-16,605000.0,2,1.0,18.374482859911815,8.1886891244442,1.0,0.0,4,7,98119,17.769265585572175,15.870522479977424,0,0,0,1.486912821825038,13.073090260076935
6313,2014-06-25,725000.0,4,2.5,24.902395248872413,8.550627967502475,2.0,0.0,4,9,98052,6.664871266018712,6.240390478204158,0,0,0,2.932742244081151,16.63292632675555
6314,2014-07-07,320000.0,3,1.75,24.07062986942276,9.362718052397065,1.0,0.0,3,7,98028,13.842259100738545,12.528301188204788,1,1,1,4.5307071705689,20.651358879000384
6315,2014-06-12,210000.0,4,1.5,19.64075177135595,8.966994113344454,1.0,0.0,4,7,98023,11.475682378922457,10.484792664327298,0,0,0,5.959379583559988,10.628844160838817
6316,2014-07-29,419900.0,4,2.5,25.64206490874804,8.659907293615413,2.0,0.0,3,9,98038,5.540118651535812,5.225308857197789,0,0,1,5.63450546874039,13.220526605191939
6317,2015-03-02,410000.0,4,2.5,24.134751163503896,8.399984990510696,2.0,0.0,3,7,98059,5.292593674624437,5.000458932683956,0,1,1,3.873262208335734,7.58714968048115
6318,2014-07-14,605000.0,2,2.0,20.353406719811577,8.612503371220562,1.5,0.0,4,8,98122,16.712609145771104,14.976554694990973,0,0,1,1.3325444389665555,11.53430835058929
6319,2014-12-03,738000.0,3,1.75,21.492133967081347,8.612503371220562,1.5,0.0,5,7,98116,15.292723601493531,13.76927502931578,0,0,0,1.8503148885249312,10.448775245311182
6321,2015-03-20,303000.0,3,2.25,20.68795716773365,6.771935555839602,3.0,0.0,3,8,98133,4.488764252214559,4.266239584149552,0,0,0,3.8383563905577107,18.385707788830903
6322,2014-07-23,394950.0,3,2.5,19.425105957574228,8.948975607841776,1.0,0.0,4,7,98008,13.059898929234448,11.855448060750268,0,0,0,2.324292540980351,13.63075069864751
6323,2014-09-02,530000.0,4,3.0,24.134751163503896,8.626944055375356,2.0,0.0,5,7,98118,13.950628214691383,12.62130329201639,1,1,1,2.6254502045168846,8.404107348456565
6324,2014-05-13,475000.0,4,2.5,28.054579770950088,9.071078304642676,1.0,0.0,3,10,98058,5.77916717185249,5.441938652118166,1,1,1,4.3927548908268035,8.890378613097333
6325,2014-06-17,250000.0,4,2.5,22.612315922535522,8.99961934066053,2.0,0.0,3,7,98038,7.072924628056407,6.60616754680183,0,1,0,5.598599165397955,12.86044424804983
6326,2014-08-04,443500.0,2,1.0,20.640973724203754,8.32845106681936,1.0,0.0,4,7,98115,16.893187192605208,13.427326605059752,1,0,0,2.864575138848764,15.460306520813296
6327,2014-07-03,390000.0,4,2.0,22.980845397420133,11.249962021030564,1.0,0.0,3,8,98042,5.77916717185249,5.441938652118166,0,1,1,5.578618510010129,10.943752982587542
6329,2015-03-12,660000.0,3,3.5,25.614601394658987,8.23880116587155,2.0,0.0,3,9,98034,6.4528396625605815,6.049823381765453,1,1,1,3.5850402810797948,18.237020888517815
6330,2014-07-29,515000.0,3,1.75,21.702840817338622,9.30008966411979,1.0,0.0,3,8,98052,10.945725765478807,10.023649454738894,1,0,1,2.8055958059644723,15.497422209971795
6331,2015-04-21,482500.0,3,2.0,20.640973724203754,8.778017809698136,1.0,0.0,4,7,98125,13.400484869457953,12.14867558534081,0,0,0,3.616381769474596,17.54153579238539
6332,2014-06-02,305000.0,2,1.5,19.693772701843553,7.9996785794994505,2.0,0.0,3,7,98029,8.86998167674995,8.203206311039201,0,0,0,3.9165857160223356,15.084946109729488
6333,2014-06-03,835000.0,4,2.75,21.619166467630244,8.294049640102028,1.5,0.0,3,9,98105,15.87540487117601,14.265573122484128,0,0,0,2.5815141847767786,14.327406244257688
6334,2014-12-04,237000.0,3,2.0,20.45036588801062,8.98117874833641,1.0,0.0,3,7,98030,7.072924628056407,6.60616754680183,0,0,1,5.136421294429198,6.841829561049253
6335,2014-11-26,445000.0,2,1.5,21.449374903416988,7.601402334583733,2.0,0.0,4,8,98007,9.349583208354646,8.625962815982236,0,0,0,1.596423898858475,13.60750968152879
6336,2015-04-06,710000.0,4,2.5,25.559449605605245,8.987196820661973,1.0,0.0,4,7,98136,13.287871834041834,12.051775541283252,1,1,0,3.250203767697663,7.2316101175955225
6337,2014-08-21,180000.0,3,1.0,17.923817004862244,8.648221453822641,1.0,0.0,4,5,98038,14.376327771542378,12.98618359642712,0,0,0,5.357355694310865,12.884162094876073
6339,2014-06-30,436500.0,4,2.5,24.293209134369686,9.321255432547337,2.0,0.0,4,8,98058,8.86998167674995,8.203206311039201,0,0,1,4.637983935768579,6.79759162508907
6340,2014-05-15,1260000.0,4,2.5,26.80747477894978,8.927314111060596,2.0,0.0,3,9,98105,5.292593674624437,5.000458932683956,0,1,1,2.7565083714440957,14.700124887715472
6341,2014-12-18,420000.0,3,2.25,22.612315922535522,9.190137664658664,1.0,0.0,4,7,98028,12.828114533524952,11.655610273856423,1,1,1,3.960117624613882,18.812069334499114
6342,2014-07-19,205000.0,3,1.0,18.055347421187125,8.918248591035702,1.0,0.0,3,6,98178,14.48088788483293,13.075696148525909,0,0,0,3.732140615788074,4.9322966292882064
6343,2014-09-02,570000.0,3,1.5,23.265400871972435,9.230437073675304,1.0,0.0,4,7,98010,14.271037093776787,12.896002418235705,1,0,0,5.777608410089491,13.470532242744664
6344,2014-07-11,565000.0,4,1.75,23.809757703348463,8.868131713503033,1.0,0.0,4,7,98177,14.058203194514304,12.71357715658614,1,1,0,3.3826985723622967,17.005006849830284
6345,2014-12-11,287000.0,2,2.5,24.663256787668235,8.922658299524402,1.0,0.0,3,7,98023,10.391110314000027,9.539535999701638,1,1,0,5.879650570510025,10.05387635164536
6346,2014-09-23,260000.0,4,1.75,22.029805597922046,8.892336539638013,1.0,0.0,3,7,98011,10.53226231541676,9.662895638939284,1,0,0,4.391460613898488,20.72843178126058
6347,2015-02-06,470000.0,4,1.75,22.029805597922046,8.892336539638013,1.0,0.0,3,7,98011,10.53226231541676,9.662895638939284,1,0,0,4.391460613898488,20.72843178126058
6348,2014-09-05,700000.0,3,2.5,24.663256787668235,9.201904893155081,2.0,0.0,4,10,98052,8.704930508408738,8.05739892723114,0,1,1,3.4804805805858297,17.91493149182189
6349,2015-02-25,249000.0,3,1.75,21.492133967081347,8.922658299524402,1.0,0.0,3,8,98092,9.349583208354646,8.625962815982236,0,0,0,6.245659216318312,12.652028471150526
